light_count,light_layout,shadows,visibility,effective_visibility,lighting_path,requested_lighting,build_configuration,run_index,frame,device,driver,commit,width,height,validation_enabled,validation_errors,submitted_local_lights,omitted_local_lights,requested_local_shadow_faces,rendered_local_shadow_faces,dropped_shadow_faces,shadow_atlas_full_drops,shadow_tiles,draw_calls,gpu_bytes,gpu_main_raster_ms,gpu_post_raster_ms,gpu_post_visible,visibility_counters_valid,gpu_sun_shadow_ms,gpu_local_shadow_ms,gpu_shadow_ms,gpu_light_tiles_ms,gpu_build_plus_raster_ms,light_tile_count,light_tile_counts_valid,light_tile_candidate_count,light_tile_overflow_count,gpu_ms,cpu_ms,readback_cpu_ms,source_csv,acquisition_index
32,dense,off,direct,direct,tiled,tiled,Release,1,16,NVIDIA GeForce RTX 2080 Ti,NVIDIA GeForce RTX 2080 Ti 595.84,4a3453e2b1868555d833f578d43f48b8bc47d41a,1920,1080,0,0,32,0,0,0,0,0,0,10,61734192,0.551680,0.000000,0,0,0.000000,0.000000,0.000000,0.062720,0.614400,8160,0,0,0,2.752320,4.419106,1.131094,shadows-off_direct_lights-032_run-1.csv,1
32,dense,off,direct,direct,tiled,tiled,Release,1,17,NVIDIA GeForce RTX 2080 Ti,NVIDIA GeForce RTX 2080 Ti 595.84,4a3453e2b1868555d833f578d43f48b8bc47d41a,1920,1080,0,0,32,0,0,0,0,0,0,10,61734192,0.554400,0.000000,0,0,0.000000,0.000000,0.000000,0.061440,0.615840,8160,0,0,0,2.050176,3.569523,0.925977,shadows-off_direct_lights-032_run-1.csv,1
32,dense,off,direct,direct,tiled,tiled,Release,1,18,NVIDIA GeForce RTX 2080 Ti,NVIDIA GeForce RTX 2080 Ti 595.84,4a3453e2b1868555d833f578d43f48b8bc47d41a,1920,1080,0,0,32,0,0,0,0,0,0,10,61734192,0.552192,0.000000,0,0,0.000000,0.000000,0.000000,0.062176,0.614368,8160,0,0,0,1.956512,3.474444,1.000907,shadows-off_direct_lights-032_run-1.csv,1
32,dense,off,direct,direct,tiled,tiled,Release,1,19,NVIDIA GeForce RTX 2080 Ti,NVIDIA GeForce RTX 2080 Ti 595.84,4a3453e2b1868555d833f578d43f48b8bc47d41a,1920,1080,0,0,32,0,0,0,0,0,0,10,61734192,0.555264,0.000000,0,0,0.000000,0.000000,0.000000,0.062080,0.617344,8160,0,0,0,1.843680,3.220084,0.957917,shadows-off_direct_lights-032_run-1.csv,1
32,dense,off,direct,direct,tiled,tiled,Release,1,20,NVIDIA GeForce RTX 2080 Ti,NVIDIA GeForce RTX 2080 Ti 595.84,4a3453e2b1868555d833f578d43f48b8bc47d41a,1920,1080,0,0,32,0,0,0,0,0,0,10,61734192,0.553344,0.000000,0,0,0.000000,0.000000,0.000000,0.062784,0.616128,8160,0,0,0,1.957312,3.479964,0.968898,shadows-off_direct_lights-032_run-1.csv,1
32,dense,off,direct,direct,tiled,tiled,Release,1,21,NVIDIA GeForce RTX 2080 Ti,NVIDIA GeForce RTX 2080 Ti 595.84,4a3453e2b1868555d833f578d43f48b8bc47d41a,1920,1080,0,0,32,0,0,0,0,0,0,10,61734192,0.551872,0.000000,0,0,0.000000,0.000000,0.000000,0.062528,0.614400,8160,0,0,0,1.843808,3.280378,0.977995,shadows-off_direct_lights-032_run-1.csv,1
32,dense,off,direct,direct,tiled,tiled,Release,1,22,NVIDIA GeForce RTX 2080 Ti,NVIDIA GeForce RTX 2080 Ti 595.84,4a3453e2b1868555d833f578d43f48b8bc47d41a,1920,1080,0,0,32,0,0,0,0,0,0,10,61734192,0.555520,0.000000,0,0,0.000000,0.000000,0.000000,0.062912,0.618432,8160,0,0,0,2.005504,3.525501,0.994116,shadows-off_direct_lights-032_run-1.csv,1
32,dense,off,direct,direct,tiled,tiled,Release,1,23,NVIDIA GeForce RTX 2080 Ti,NVIDIA GeForce RTX 2080 Ti 595.84,4a3453e2b1868555d833f578d43f48b8bc47d41a,1920,1080,0,0,32,0,0,0,0,0,0,10,61734192,0.552672,0.000000,0,0,0.000000,0.000000,0.000000,0.070368,0.623040,8160,0,0,0,2.177344,3.663000,0.946906,shadows-off_direct_lights-032_run-1.csv,1
32,dense,off,direct,direct,tiled,tiled,Release,1,24,NVIDIA GeForce RTX 2080 Ti,NVIDIA GeForce RTX 2080 Ti 595.84,4a3453e2b1868555d833f578d43f48b8bc47d41a,1920,1080,0,0,32,0,0,0,0,0,0,10,61734192,0.551712,0.000000,0,0,0.000000,0.000000,0.000000,0.062688,0.614400,8160,0,0,0,1.951008,3.464836,0.998914,shadows-off_direct_lights-032_run-1.csv,1
32,dense,off,direct,direct,tiled,tiled,Release,1,25,NVIDIA GeForce RTX 2080 Ti,NVIDIA GeForce RTX 2080 Ti 595.84,4a3453e2b1868555d833f578d43f48b8bc47d41a,1920,1080,0,0,32,0,0,0,0,0,0,10,61734192,0.552832,0.000000,0,0,0.000000,0.000000,0.000000,0.062816,0.615648,8160,0,0,0,1.844640,3.283573,1.008152,shadows-off_direct_lights-032_run-1.csv,1
